fpl_name,fpl_id,understat_name,understat_id
Andrea Ranocchia,638,Andrea Ranocchia,1522.0
Giedrius Arlauskis,639,,
Robbie Brady,640,Robbie Brady,789.0
Ashley Westwood,641,Ashley Westwood,669.0
Jordan Ayew,642,Jordan Ayew,672.0
Manolo Gabbiadini,643,Manolo Gabbiadini,1383.0
Alfred N'Diaye,644,Alfred N&#039;Diaye,2144.0
Molla Wagué,645,,
Luka Milivojevic,646,Luka Milivojevic,5549.0
Kamil Grosicki,647,Kamil Grosicki,3231.0
Thomas Edwards,648,,
Baily Cargill,649,Baily Cargill,976.0
Mouez Hassen,650,,
Daniel Agyei,651,Daniel Agyei,5563.0
Martín Cáceres,652,Martín Cáceres,1942.0
Harry Wilson,653,,
Connor Roberts,654,,
Matthew Willock,655,,
Axel Tuanzebe,656,Axel Tuanzebe,934.0
Damian Emiliano Martinez,657,Emiliano Martinez,4401.0
Joe Williams,658,,
Dion Pereira,659,Dion Pereira,5559.0
Matt Macey,660,,
James Husband,661,James Husband,5576.0
Joel Dinis Castro Pereira,662,Joel Pereira,5575
Eduardo Dos Reis Carvalho,663,,
Moses Makasi,664,,
Nathan Holland,665,,
Rhian Brewster,666,,
Scott McTominay,667,Scott McTominay,5560.0
Angus Gunn,668,,
Demetri Mitchell,669,Demetri Mitchell,5574.0
Elliott Moore,670,,
Filip Lesniak,671,Filip Lesniak,5571.0
Samuel Shashoua,672,,
Zachary Dearnley,673,,
Joshua Harrop,674,Josh Harrop,5597.0
Daniel Kemp,675,,
Daniel Batty,676,,
Aaron Ramsdale,677,,
Matthew Worthington,678,Matt Worthington,5601.0
Sam Surridge,679,,
Angel Gomes,680,Angel Gomes,5598.0
Kieran O'Hara,681,,
Gerhard Tremmel,682,,
Rene Gilmartin,683,,
