fpl_name,fpl_id,understat_name,understat_id
Duncan Watmore,353,Duncan Watmore,919.0
Fabio Borini,354,Fabio Borini,737.0
Jermain Defoe,355,Jermain Defoe,735.0
Lukasz Fabianski,356,Lukasz Fabianski,706.0
Kristoffer Nordfeldt,357,Kristoffer Nordfeldt,722.0
Kyle Naughton,358,Kyle Naughton,718.0
Ashley Williams,359,Ashley Williams,709.0
Neil Taylor,360,Neil Taylor,710.0
Angel Rangel,361,Angel Rangel,707.0
Jordi Amat,362,Jordi Amat,721.0
Federico Fernández,363,Federico Fernández,708.0
Franck Tabanou,364,,
Stephen Kingsley,365,Stephen Kingsley,892.0
Mike van der Hoorn,366,Mike van der Hoorn,1702.0
Jack Cork,367,Jack Cork,712.0
Gylfi Sigurdsson,368,Gylfi Sigurdsson,714.0
Wayne Routledge,369,Wayne Routledge,719.0
Leon Britton,370,Leon Britton,830.0
Jay Fulton,371,Jay Fulton,896.0
Sung-yueng Ki,372,Ki Sung-yueng,723.0
Jefferson Montero,373,Jefferson Montero,715.0
André Ayew,374,André Ayew,713.0
Leroy Fer,375,Leroy Fer,711.0
Nathan Dyer,376,Nathan Dyer,783.0
Bafétimbi Gomis,377,,
Marvin Emnes,378,,
Modou Barrow,379,Modou Barrow,720.0
Hugo Lloris,380,Hugo Lloris,637.0
Michel Vorm,381,Michel Vorm,651.0
Toby Alderweireld,382,Toby Alderweireld,639.0
Danny Rose,383,Danny Rose,641.0
Kyle Walker,384,Kyle Walker,638.0
Jan Vertonghen,385,Jan Vertonghen,640.0
Ben Davies,386,Ben Davies,660.0
Kieran Trippier,387,Kieran Trippier,652.0
Kevin Wimmer,388,Kevin Wimmer,650.0
DeAndre Yedlin,389,,
Eric Dier,390,Eric Dier,643.0
Mousa Dembélé,391,Mousa Dembélé,642.0
Nacer Chadli,392,Nacer Chadli,648.0
Erik Lamela,393,Erik Lamela,644.0
Christian Eriksen,394,Christian Eriksen,646.0
Nabil Bentaleb,395,,
Ryan Mason,396,Ryan Mason,649.0
Tom Carroll,397,Tom Carroll,653.0
Bamidele Alli,398,Dele Alli,645.0
Joshua Onomah,399,Josh Onomah,661.0
Victor Wanyama,400,Victor Wanyama,836.0
Alex Pritchard,401,,
Heung-Min Son,402,Son Heung-Min,453.0
Harry Kane,403,Harry Kane,647.0
Clinton N'Jie,404,,
Vincent Janssen,405,Vincent Janssen,1730.0
Costel Pantilimon,406,Costel Pantilimon,580.0
Heurelho Gomes,407,Heurelho Gomes,564.0
Craig Cathcart,408,Craig Cathcart,581.0
Sebastian Prödl,409,Sebastian Prödl,566.0
Juan Carlos Paredes,410,,
José Holebas,411,José Holebas,568.0
Allan-Roméo Nyom,412,Nyom,565.0
Miguel Britos,413,Miguel Britos,567.0
Christian Kabasele,414,Christian Kabasele,1725.0
Adlène Guédioura,415,Adlène Guédioura,583.0
Etienne Capoue,416,Etienne Capoue,572.0
Almen Abdi,417,,
Ben Watson,418,Ben Watson,571.0
Ikechi Anya,419,Ikechi Anya,577.0
Valon Behrami,420,Valon Behrami,570.0
Steven Berghuis,421,,
Nordin Amrabat,422,Nordin Amrabat,575.0
Mario Suárez,423,,
Isaac Success,424,Isaac Success,1724.0
Troy Deeney,425,Troy Deeney,574.0
Odion Ighalo,426,Odion Ighalo,573.0
Mamadou Obbi Oularé,427,,
Jerome Sinclair,428,Jerome Sinclair,972.0
Boaz Myhill,429,,
Ben Foster,430,Ben Foster,803.0
Jonny Evans,431,Jonny Evans,807.0
Jonas Olsson,432,Jonas Olsson,805.0
Craig Dawson,433,Craig Dawson,804.0
Sébastien Pocognoli,434,,
Cristian Gamboa,435,,
Gareth McAuley,436,Gareth McAuley,806.0
James Chester,437,,
Chris Brunt,438,Chris Brunt,904.0
Darren Fletcher,439,Darren Fletcher,809.0
Craig Gardner,440,Craig Gardner,812.0
James Morrison,441,James Morrison,990.0
Claudio Yacob,442,Claudio Yacob,808.0
Callum McManaman,443,,
James McClean,444,James McClean,814.0
Jonathan Leko,445,Jonathan Leko,879.0
Matt Phillips,446,Matt Phillips,1737.0
Rickie Lambert,447,Rickie Lambert,816.0
Saido Berahino,448,Saido Berahino,811.0
Salomón Rondón,449,Salomón Rondón,813.0
Adrián San Miguel del Castillo,450,Adrián,527.0
Darren Randolph,451,Darren Randolph,540.0
James Collins,452,James Collins,655.0
Winston Reid,453,Winston Reid,529.0
Aaron Cresswell,454,Aaron Cresswell,534.0
Reece Oxford,455,,
Angelo Ogbonna,456,Angelo Ogbonna,528.0
Sam Byram,457,Sam Byram,902.0
Mark Noble,458,Mark Noble,533.0
Cheikhou Kouyaté,459,Cheikhou Kouyaté,532.0
Pedro Obiang,460,Pedro Obiang,542.0
Dimitri Payet,461,Dimitri Payet,536.0
Manuel Lanzini,462,Manuel Lanzini,535.0
Josh Cullen,463,,
Michail Antonio,464,Michail Antonio,531.0
Håvard Nordtveit,465,Håvard Nordtveit,202.0
Sofiane Feghouli,466,Sofiane Feghouli,1674.0
Gökhan Töre,467,Gökhan Töre,1703.0
Andy Carroll,468,Andy Carroll,537.0
Enner Valencia,469,Enner Valencia,539.0
Diafra Sakho,470,Diafra Sakho,656.0
Nick Pope,471,,
Paul Robinson,472,Paul Robinson,1667.0
Johann Berg Gudmundsson,473,Johann Berg Gudmundsson,1663.0
Ragnar Klavan,474,Ragnar Klavan,265.0
Marko Grujic,475,Marko Grujic,1669.0
Jason Denayer,476,Jason Denayer,1039.0
Antonio Barragán,477,Antonio Barragán,1706.0
Álvaro Negredo,478,Álvaro Negredo,1715.0
Juan Zuñiga,479,Juan Zuñiga,1722.0
Tommie Hoban,480,,
Brice Dja Djédjé,481,,
Abdoulaye Doucouré,482,Abdoulaye Doucouré,1726.0
Matej Vydra,483,Matej Vydra,1017.0
Rob Holding,484,Rob Holding,1749.0
Georginio Wijnaldum,485,Georginio Wijnaldum,771.0
Ramadan Sobhi,486,Ramadan Sobhi,1764.0
Ola Aina,487,Ola Aina,725.0
Idrissa Gueye,488,Idrissa Gueye,668.0
Leroy Sané,489,Leroy Sané,337.0
Bradley Guzan,490,Brad Guzan,662.0
Gastón Ramírez,491,Gastón Ramírez,952.0
Jérémy Pied,492,Jérémy Pied,1784.0
Chuba Akpom,493,,
Sullay Kaikai,494,Sullay Kaikai,1070.0
Mason Holgate,495,Mason Holgate,985.0
Benjamin Chilwell,496,Ben Chilwell,782.0
Bartosz Kapustka,497,,
Jose Angel Esmoris Tasende,498,,
Papy Djilobodji,499,Papy Djilobodji,1071.0
Fernando Llorente,500,Fernando Llorente,1728.0
Cameron Carter-Vickers,501,,
Daniel Lafferty,502,,
Paul Pogba,503,Paul Pogba,1740.0
Jack Stephens,504,Jack Stephens,1735.0
Arthur Masuaku,505,Arthur Masuaku,1760.0
Donald Love,506,Donald Love,1048.0
Borja Bastón,507,Borja Bastón,1701.0
Olayinka Fredrick Oladotun Ladapo,508,,
Keshi Anderson,509,,
Kane Wilson,510,,
Sam Field,511,Sam Field,1013.0
Tom Davies,512,Tom Davies,1042.0
Harry Winks,513,Harry Winks,971.0
Greg Olley,514,,
Josh Clackstone,515,,
Jarrod Bowen,516,Jarrod Bowen,1776.0
Dusan Kuciak,517,,
Greg Luer,518,,
Josh Tymon,519,Josh Tymon,1745.0
Lynden Gooch,520,Lynden Gooch,1027.0
Joel Asoro,521,Joel Asoro,1754.0
Alex Baptiste,522,,
Trent Alexander-Arnold,523,Trent Alexander-Arnold,1791.0
Alexander Manninger,524,,
Steven Defour,525,Steven Defour,1657.0
Jonathan Calleri,526,Jonathan Calleri,1672.0
Fabio Pereira da Silva,527,Fabio,1752
Pablo Maffeo,528,,
Luke McGee,529,,
Nathaniel Chalobah,530,Nathaniel Chalobah,1677.0
Aiden O'Neill,531,Aiden O&#039;Neill,1662.0
Josh Robson,532,,
Steven Pienaar,533,Steven Pienaar,924.0
Reece Burke,534,,
Ashley Fletcher,535,Ashley Fletcher,1675.0
Ryan Fraser,536,Ryan Fraser,1683.0
Thomas Robson,537,,
Javier Manquillo,538,Javier Manquillo,1719.0
Roberto Pereyra,539,Roberto Pereyra,1723.0
Daryl Janmaat,540,Daryl Janmaat,764.0
Claudio Bravo,541,Claudio Bravo,1731.0
Edimilson Fernandes,542,Edimilson Fernandes,1673.0
Hiram Boateng,543,,
Julien Ngoy,544,Julien Ngoy,1777.0
Ben Hinchcliffe,545,,
Oliver McBurnie,546,Oliver McBurnie,1736.0
Maksymilian Stryjek,547,,
Jack Rose,548,,
Lucas Pérez,549,Lucas Pérez,1700.0
Simone Zaza,550,Simone Zaza,1642.0
Sofiane Boufal,551,Sofiane Boufal,1734.0
Stefano Okaka,552,Stefano Okaka,1763.0
Patrick Bamford,553,Patrick Bamford,822.0
David Marshall,554,David Marshall,1684.0
Shkodran Mustafi,555,Shkodran Mustafi,1699.0
Adrian Mariappa,556,Adrian Mariappa,524.0
Will Keane,557,Will Keane,1047.0
Alfie Mawson,558,Alfie Mawson,1727.0
Didier Ndong,559,Didier Ndong,1720.0
Jeff Hendrick,560,Jeff Hendrick,1746.0
Marcos Alonso,561,Marcos Alonso,1621.0
Bruno Martins Indi,562,Bruno Martins Indi,1743.0
Adama Traoré,563,Adama Traoré,900.0
Pau López Sabata,564,,
Georges-Kévin Nkoudou,565,Georges-Kévin Nkoudou,1729.0
James Weir,566,,
Islam Slimani,567,Islam Slimani,1682.0
Álvaro Arbeloa,568,Álvaro Arbeloa,1704.0
Dieumerci Mbokani,569,Dieumerci Mbokani,795.0
David Luiz Moreira Marinho,570,David Luiz,1676.0
Hal Robson-Kanu,571,Hal Robson-Kanu,1738.0
Moussa Sissoko,572,Moussa Sissoko,772.0
Markus Henriksen,573,Markus Henriksen,1696.0
Lee Grant,574,Lee Grant,1742.0
Victor Anichebe,575,Victor Anichebe,818.0
Mathieu Flamini,576,Mathieu Flamini,895.0
Michael Simões Domingues,577,,
Aleix García Serrano,578,Aleix García,1055.0
Jonathan Benteke,579,Jonathan Benteke,1765.0
Ezekiel Fryers,580,Ezekiel Fryers,1671.0
Luke Dreher,581,,
Oviemuno Ejaria,582,Ovie Ejaria,1762.0
Ben Hamer,583,,
Lloyd Isgrove,584,,
Ben Wynter,585,,
Jake Hesketh,586,,
George Honeyman,587,George Honeyman,1046.0
Jeff Reine-Adelaide,588,,
Olufela Olomola,589,,
Dominic Solanke,590,,
Raphael Spiegel,591,,
Sam McQueen,592,Sam McQueen,1733.0
Ainsley Maitland-Niles,593,Ainsley Maitland-Niles,1750.0
Kevin Long,594,Kevin Long,1747.0
Dominic Calvert-Lewin,595,Dominic Calvert-Lewin,5555.0
Mateusz Hewelt,596,,
Stuart Taylor,597,,
Daniel James,598,,
Thibaud Verlinden,599,,
Ryan Allsop,600,Ryan Allsop,1050.0
Alex Palmer,601,,
Matthew James,602,Matthew James,4441.0
Ben Woodburn,603,Ben Woodburn,5557.0
Joshua Sims,604,Josh Sims,5565.0
Andrew Eleftheriou,605,Andrew Eleftheriou,5548.0
Michael Phillips,606,,
Oluwatosin Adarabioyo,607,,
Alex Pike,608,,
Marcus Browne,609,,
Domingos Quina,610,,
Noor Husin,611,,
Aaron Wan-Bissaka,612,,
Josh Maja,613,,
Rekeem Harper,614,,
Ethan Robson,615,,
Jonjoe Kenny,616,Jonjoe Kenny,1084.0
Elliot Embleton,617,,
Declan Rice,618,Declan Rice,5553.0
Charlie Rowan,619,,
Michael Folivi,620,Michael Folivi,5586.0
Brandon Mason,621,Brandon Mason,5558.0
Carl Stewart,622,,
Harry Lewis,623,,
Michael Ledger,624,,
Gabriel Fernando de Jesus,625,Gabriel Jesus,5543
Joey Barton,626,Joey Barton,4430.0
Ademola Lookman,627,Ademola Lookman,5556.0
Wilfred Ndidi,628,Wilfred Ndidi,5545.0
Rudy Gestede,629,Rudy Gestede,671.0
Evandro Goebel,630,Evandro,5550.0
Joel Taylor,631,,
Luciano Narsingh,632,Luciano Narsingh,5554.0
Martin Olsson,633,Martin Olsson,798.0
Omar Elabdellaoui,634,Omar Elabdellaoui,5551.0
Joleon Lescott,635,Joleon Lescott,664.0
Mauro Zárate,636,Mauro Zárate,939.0
M'Baye Niang,637,M&#039;Baye Niang,1126.0
